YEAR,MONTH,DAY,TMIN,TMAX,TAVG,RHMIN,RHMAX,RHAVG,VPMIN,VPMAX,VPAVG,WIND,W_DIR,TOTALSOLAR,AVG_B_PRESS,PPFD
1983,9,30,6.5,22.6,12.9166667,52,94,84.4166667,9,17.94,12.6058333,0,0,305.4,,
1983,10,1,8.6,22.4,14.1375,59,93,83.875,10.36,17.4,13.4575,0,0,290.9,,
1983,10,2,6.2,25.2,13.2375,49,93,83.625,8.82,18.51,12.67875,0,0,419.8,,
1983,10,3,4.3,27.3,13.4416667,39,93,82.0416667,7.71,18.76,12.54375,0,0,461.8,,
1983,10,4,8.8,26.9,16.3166667,57,92,85.9166667,10.4,23.48,16.2679167,0,0,278,,
1983,10,5,11.1,25.6,17.3791667,60,91,86.7083333,12.08,23.73,17.31625,0,0,202.8,,
1983,10,6,6.9,23.9,13.6083333,39,93,79.125,9.18,15.93,11.9425,0,0,457,,
1983,10,7,3.8,22.4,11.5916667,41,93,79.5833333,7.43,14.77,10.515,0,0,423.2,,
1983,10,8,4.4,21.8,11.675,47,93,83.3333333,7.74,16.63,11.4241667,0,0,363.2,,
1983,10,9,7.1,24.8,13.1708333,37,92,81.7083333,9.31,17.02,12.0741667,0,0,386.6,,
1983,10,10,9.1,22,14.8041667,61,92,82.1666667,10.62,16.87,13.7166667,0,0,260.2,,
1983,10,11,10.8,16.7,13.9958333,89,91,90.4583333,11.7,16.98,14.5258333,0,0,67.2,,
1983,10,12,14.8,20.1,17.4875,85,91,88.7083333,15.25,20.22,17.81625,0,0,144.2,,
1983,10,13,3,21.2,14.9625,48,93,81.75,7.07,20.22,14.3,0,0,305.1,,
1983,10,14,0.7,18.8,8.12916667,43,94,79.9583333,6.01,13.02,8.46708333,0,0,362.9,,
1983,10,15,-0.2,23.8,9.1125,28,93,79.7916667,5.6,13.46,8.92291667,0,0,439.6,,
1983,10,16,0.7,24.3,10.5875,40,93,80.4583333,5.96,15.43,10.1545833,0,0,431.8,,
1983,10,17,4.3,23.5,11.7791667,49,92,84.1666667,7.66,17.58,11.7904167,0,0,323.8,,
1983,10,18,7.3,22.4,13.9083333,60,92,83.4166667,9.39,18.08,13.2841667,0,0,250.9,,
1983,10,19,10.7,23.2,16.3291667,62,91,83.7083333,11.64,19.9,15.5408333,0,0,235,,
1983,10,20,11.3,20.5,15.9041667,70,91,84.125,12.19,17.8,15.1470833,0,0,242.7,,
1983,10,21,10.6,19.7,13.0791667,70,91,86.1666667,11.26,16.32,12.985,0,0,229.2,,
1983,10,22,9.9,11.9,10.8833333,86,92,88.875,10.6,12.61,11.5758333,0,0,34.7,,
1983,10,23,7.6,19.7,13.5541667,73,92,88.8333333,9.56,17.83,13.8725,0,0,173.4,,
1983,10,24,7.3,19.3,12.2041667,61,92,81.3333333,9.36,13.85,11.4833333,0,0,315.4,,
1983,10,25,8.4,18.4,13.1875,60,91,75.6666667,9.19,14.24,11.3770833,0,0,223.1,,
1983,10,26,2.1,18.7,9.175,16,93,61.7083333,2.84,9.77,6.58125,0,0,414.4,,
1983,10,27,1.4,19,9.11666667,19,91,58.75,3.99,7.63,6.20416667,0,0,413.4,,
1983,10,28,-1.8,24.8,7.75,17,93,70.2916667,4.53,9.6,6.52916667,0,0,407.8,,
1983,10,29,0.9,25.3,11.3833333,23,93,72.5833333,6.05,12.42,9.14,0,0,325.3,,
1983,10,30,4.4,18,10.7916667,44,92,72.5416667,7.65,10.88,9.05208333,0,0,321.3,,
1983,10,31,5.6,19.6,11.2833333,56,98,79.125,8.66,13.36,10.615,0,0,279.1,,
1983,11,1,8.9,21.7,13.0958333,51,92,80.8333333,10.43,14.49,11.9620833,0,0,289.9,,
1983,11,2,4.1,22.1,11.525,45,92,81,7.53,14.39,10.8229167,0,0,333.1,,
1983,11,3,5.6,21.9,13.2833333,53,92,80.1666667,8.33,15.99,12.2095833,0,0,249.7,,
1983,11,4,1.1,17.8,10.9666667,46,93,85.7916667,6.1,15.71,11.5245833,0,0,140.3,,
1983,11,5,-2.6,15.6,3.74583333,43,93,82,4.63,8.56,6.38833333,0,0,332,,
1983,11,6,-3,19.5,5.57083333,26,93,77.8333333,4.49,9.42,6.74916667,0,0,341.8,,
1983,11,7,1.5,16,7.6875,47,92,79.25,6.28,10.32,8.18833333,0,0,199.8,,
1983,11,8,0.5,20.9,8.39583333,38,92,77.3333333,5.83,10.87,8.1725,0,0,348.4,,
1983,11,9,2.3,19.1,10.9458333,65,92,84.4583333,6.63,15.56,11.32125,0,0,147.1,,
1983,11,10,4.3,16.9,11.6416667,60,90,80.875,6.06,16.03,11.45625,0,0,141.6,,
1983,11,11,1.1,7.9,4.5875,67,84,75.9166667,4.48,8.16,6.49958333,0,0,102.1,,
1983,11,12,-1,12.6,3.64166667,21,85,56.875,2.75,5.24,4.16,0,0,349.8,,
1983,11,13,-2.9,10.2,2.66666667,43,92,71.7916667,4.45,5.87,5.10708333,0,0,232.6,,
1983,11,14,-5.9,10.5,2.53333333,59,93,85.25,3.64,9.5,6.48041667,0,0,159.7,,
1983,11,15,5.2,12.9,8.3,68,92,85.9166667,6.48,12.77,9.48291667,0,0,92.8,,
1983,11,16,2.3,5.8,4.02916667,67,78,70.375,5.07,7.04,5.72458333,0,0,89.7,,
1983,11,17,-2.3,10.8,3.525,24,93,63.2916667,2.86,5.4,4.65666667,0,0,323.3,,
1983,11,18,-4.2,17.7,3.78333333,32,93,77.25,4.11,7.93,5.85375,0,0,316.3,,
1983,11,19,0.5,19.9,9.5625,26,92,68.9166667,5.35,11.6,7.69166667,0,0,285.2,,
1983,11,20,2.6,14.5,11.5833333,72,92,86.0416667,6.76,14.28,11.92625,0,0,44.4,,
1983,11,21,-1,18.8,4.87916667,30,92,79.8333333,5.17,9.85,6.63583333,0,0,316.9,,
1983,11,22,-2.4,22.1,5.94166667,22,92,78.875,4.65,9.92,7.07666667,0,0,310.2,,
1983,11,23,4.8,18.2,12.7125,46,91,73.75,7.73,14.28,10.6758333,0,0,152.2,,
1983,11,24,4,14.6,11.6541667,75,89,87.2083333,6.14,14.41,12.1791667,0,0,39.3,,
1983,11,25,-2.3,10.8,3,29,91,60.9166667,3.11,6.18,4.39833333,0,0,312.2,,
1983,11,26,-4.7,18.3,2.92083333,23,92,76.2083333,3.9,7.44,5.375,0,0,300.2,,
1983,11,27,-2.3,15.8,4.5375,86,92,89.4583333,4.68,15.43,8.06708333,0,0,34.3,,
1983,11,28,0,17.2,12.3166667,39,91,74.4166667,5.54,16.24,11.0845833,0,0,264.2,,
1983,11,29,-3.8,11.4,2.17916667,39,91,69.125,4.02,6.09,4.75041667,0,0,301,,
1983,11,30,-6.6,14,1.35833333,18,92,70.5833333,2.6,5.79,4.32541667,0,0,291.8,,
1983,12,1,-2,12.7,2.8125,27,91,73.2916667,3.64,7.04,5.21583333,0,0,265.8,,
1983,12,2,-5,15.7,4.57916667,34,91,73.2916667,3.79,9.67,6.23791667,0,0,205.5,,
1983,12,3,8,15.1,11.3666667,83,89,87.9583333,9.55,14.65,11.9316667,0,0,62.5,,
1983,12,4,2.3,17.3,11.5625,49,90,76.5416667,6.49,14.44,10.4254167,0,0,286,,
1983,12,5,-1.1,17.4,6.89166667,56,90,85,5.07,11.86,8.69333333,0,0,231,,
1983,12,6,-0.8,18.2,9.37083333,48,89,68.4583333,3.48,14.95,8.83833333,0,0,158.7,,
1983,12,7,-5.4,7.6,-0.71666667,26,88,62.0833333,2.62,4.21,3.44166667,0,0,282.3,,
1983,12,8,-6.1,10.3,-0.09166667,27,90,72.1666667,3.25,5.27,4.16041667,0,0,278.8,,
1983,12,12,2.1,15.5,8.99583333,64,90,84.0416667,6.36,12.7,9.65291667,0,0,174.5,,
1983,12,13,0.8,10.7,4.24166667,76,90,87.875,5.81,9.82,7.31,0,0,127.9,,
1983,12,14,1.1,8.3,5.48333333,67,90,84.3333333,5.67,9.2,7.64083333,0,0,54.8,,
1983,12,15,-3.4,7.7,2.35416667,46,91,67.9166667,4.02,5.75,4.73791667,0,0,204.1,,
1983,12,16,-4.1,11.3,3.00833333,20,90,59.9166667,2.55,6.42,4.19375,0,0,234.4,,
1983,12,17,-3.9,10.5,1.84166667,24,90,73.9166667,2.82,7.27,4.84666667,0,0,264.2,,
1983,12,18,-6.9,12.6,0.416666667,25,91,74.9166667,3.27,6.06,4.40125,0,0,235.5,,
1983,12,19,-5,9.4,1.10416667,0,91,73.375,3.78,6.13,4.81666667,0,0,216.1,,
1983,12,20,1.1,3.6,2.31666667,64,83,70.2083333,4.65,6.09,5.06791667,0,0,72.3,,
1983,12,21,2.6,8.9,5.46666667,52,90,76.75,4.39,10.06,6.99791667,0,0,56.8,,
1983,12,22,-0.7,13.6,6.62083333,65,90,85.4166667,5.2,11.63,8.41458333,0,0,127.1,,
1983,12,23,-3.3,6.2,0.420833333,44,90,77.4583333,3.96,6.19,4.69916667,0,0,158.6,,
1983,12,24,-17.8,0.9,-10.979167,30,87,47.125,0.52,5.55,1.58041667,0,0,238.8,,
1983,12,25,-17.8,-7.1,-13.570833,27,61,36.625,0.58,0.97,0.755416667,0,0,282.4,,
1983,12,26,-19.4,-1,-10.108333,32,82,55.5833333,0.88,2.62,1.58958333,0,0,252.8,,
1983,12,27,-7,1.4,-2.4875,57,91,79.125,2.44,5.89,4.1825,0,0,77,,
1983,12,28,-0.2,12.5,3.78333333,75,91,86.9166667,5.33,10.92,7.12666667,0,0,167.2,,
1983,12,29,-9.4,3.3,-1.575,51,90,71.1666667,1.63,6.73,4.10708333,0,0,190.4,,
1983,12,30,-14.7,-0.3,-9.0291667,24,87,56.6666667,1.22,2.05,1.62291667,0,0,281.6,,
1983,12,31,-15.9,5.7,-7.5666667,25,90,74.6666667,1.54,3.56,2.50291667,0,0,283.6,,
1984,1,1,-11.2,9.9,-3.3666667,22,91,73.7083333,2.3,4.4,3.25208333,0,0,277,,
1984,1,2,-7.8,6.7,-0.925,25,90,67.6666667,2.46,4.93,3.5975,0,0,123.5,,
1984,1,3,-6.5,11.1,-0.7125,38,91,78.8333333,3.36,5.43,4.34913043,0,0,265.8,,
1984,1,4,-8.8,12.6,0.533333333,28,90,72.7083333,2.8,6.92,4.38,0,0,257.6,,
1984,1,5,-2.6,12.2,3.79166667,28,90,73.2916667,3.84,6.89,5.61125,0,0,272.2,,
1984,1,6,-4.3,16.5,3.89583333,42,90,68.3333333,3.94,8.15,5.32958333,0,0,253,,
1984,1,7,-3.8,10.1,2.525,28,86,54.7083333,3.08,4.71,3.76958333,0,0,281,,
1984,1,8,-5.6,14.5,1.075,29,90,73.9583333,3.59,5.85,4.58833333,0,0,279.7,,
1984,1,9,-4.4,18.1,4.08333333,27,90,68.0416667,3.93,7.05,5.15416667,0,0,257.4,,
1984,1,10,3.7,7.1,5.07083333,74,89,84.9583333,6.02,8.78,7.45583333,0,0,22,,
1984,1,11,-5.3,9.7,1.5375,21,90,69.0833333,2.36,6.64,4.42208333,0,0,294.7,,
1984,1,12,-8.9,7.9,-1.6458333,20,91,59.5416667,1.66,4.65,2.80833333,0,0,296.2,,
1984,1,13,-2,7.9,0.541666667,49,90,83.5833333,3.16,7.71,5.33041667,0,0,132,,
1984,1,14,-2.6,11.8,1.95416667,43,89,79.875,4.43,7.04,5.485,0,0,264,,
1984,1,15,0.4,3.5,1.42916667,79,89,85.75,5.56,6.5,5.80208333,0,0,37.3,,
1984,1,16,-3.2,6.6,1.00833333,67,90,85.5833333,4.26,7.27,5.61791667,0,0,117.2,,
1984,1,17,-7.3,12.4,1.15833333,24,90,75.7916667,3.08,6.84,4.90791667,0,0,273.7,,
1984,1,18,2.9,7.9,5.44166667,82,89,87.375,6.61,9.18,7.89416667,0,0,60.9,,
1984,1,19,-9.7,2.9,-2.575,30,88,66.4166667,1.55,6.62,3.46708333,0,0,311,,
1984,1,20,-12.6,2.5,-5.6875,31,89,59.1666667,1.65,2.71,2.16166667,0,0,243.4,,
1984,1,21,-14.4,2.2,-6.5125,23,99,60.6666667,,,,0,0,326.3,,
1984,1,22,-13.2,7.3,-5.0083333,22,99,65.7916667,1.78,3.16,2.48714286,0,0,329.3,,
1984,1,23,-9,8.8,-0.3375,27,89,71.625,2.07,8.55,4.43458333,0,0,147.1,,
1984,1,24,5.1,12.3,7.9125,84,88,86.375,7.69,12.03,9.28333333,0,0,81.2,,
1984,1,25,-1.6,11.6,5.475,50,88,80.875,4.79,9.1,7.29541667,0,0,148.6,,
1984,1,26,-5.1,15.2,2.78333333,35,88,76.7916667,3.64,7.81,5.5375,0,0,321.4,,
1984,1,27,-1.6,17,5.325,34,89,74.0833333,4.76,8.01,6.31583333,0,0,326.3,,
1984,1,28,-4.6,9.2,1.09166667,26,89,71.25,2.66,6.29,4.4375,0,0,191.4,,
1984,1,29,-3.3,11.9,2.46666667,21,89,63.3333333,2.58,6.11,4.14125,0,0,345.5,,
1984,1,30,-4.3,12.7,1.60833333,27,87,60.7916667,2.68,6.81,4.05916667,0,0,206.2,,
1984,1,31,-7.1,7.2,-1.9833333,20,80,52.75,1.73,3.32,2.57625,0,0,318.9,,
1984,2,1,-9.2,13.1,-1.2333333,21,88,65.4166667,2.59,4.2,3.30708333,0,0,361.7,,
1984,2,2,-7.7,15.2,1.90833333,20,90,62.7083333,3.04,5.27,3.84041667,0,0,360,,
1984,2,3,0.1,9.4,6.95416667,66,88,82.125,4.63,9.51,8.25916667,0,0,77.1,,
1984,2,4,-2,13.7,3.82083333,28,88,69.5833333,3.71,7.73,5.23791667,0,0,348,,
1984,2,5,-4.8,2.9,-0.22916667,44,89,65.4166667,2.99,5.01,3.86458333,0,0,193.9,,
1984,2,6,-11,1.3,-5.5333333,38,85,58.8333333,1.8,3.53,2.29375,0,0,383.1,,
1984,2,7,-14.5,5.8,-5.475,23,85,53.9166667,1.39,3.12,2.03125,0,0,396.4,,
1984,2,8,-11.4,14,-2.0708333,18,88,68.625,2.23,4.88,3.27375,0,0,386.9,,
1984,2,9,-6.9,18.5,1.80833333,16,89,66.2916667,3.04,4.89,3.91833333,0,0,384,,
1984,2,10,-2.7,9.1,4.77916667,81,87,85.7916667,4.31,9.9,7.62375,0,0,52.4,,
1984,2,11,5,16.6,10.35,59,87,78.7916667,7.54,12.42,9.86958333,0,0,204.6,,
1984,2,12,4.1,15,10.7541667,79,87,84.0833333,7.08,13.46,11.0391667,0,0,74.4,,
1984,2,13,9.8,13.8,12.1416667,79,87,84.4166667,10.35,13.16,11.96375,0,0,38.5,,
1984,2,14,1.1,16,8.4875,25,88,66.25,4.37,10.35,6.88041667,0,0,404.8,,
1984,2,15,-2.7,21,5.93333333,17,87,69.0416667,4.06,7.92,5.71208333,0,0,419.7,,
1984,2,16,-1.5,18.2,6.275,36,87,71.375,4.74,8.22,6.42583333,0,0,283.4,,
1984,2,17,1.1,19.9,8.27083333,28,87,67.9166667,5.76,9.51,6.76666667,0,0,417.7,,
1984,2,18,-2.3,20.2,7.05416667,24,87,66.9583333,4.48,8.43,6.10625,0,0,364.5,,
1984,2,19,1.4,22.3,10.4458333,41,88,73.75,5.85,13.63,9.26333333,0,0,284,,
1984,2,20,1.3,17.2,8.05416667,19,87,63.8333333,3.25,8.66,6.38958333,0,0,390.7,,
1984,2,21,-2.2,17.5,4.95833333,17,89,64,3.01,6.48,4.93625,0,0,383.1,,
1984,2,22,-5.1,11.3,2.56666667,31,88,73.7916667,3.64,7.75,5.25166667,0,0,153,,
1984,2,23,-0.5,9.7,4.53333333,56,88,79.7916667,5.15,7.65,6.665,0,0,172.9,,
1984,2,24,-2.3,18.3,6.47916667,24,88,65.375,4.46,8.81,5.7875,0,0,377.6,,
1984,2,25,-3,9.7,3.52916667,37,88,59.0833333,3.97,5.73,4.47041667,0,0,440.9,,
1984,2,26,-4.9,12.2,2.5125,31,89,64.8333333,3.7,5.53,4.42291667,0,0,335.6,,
1984,2,27,4,10,6.925,47,87,80.0416667,4.42,10.02,8.02,0,0,30.3,,
1984,2,28,-4,5.9,-0.59166667,57,88,71.875,2.9,7.98,4.42583333,0,0,137.1,,
1984,2,29,-5.4,1.2,-3.3833333,43,65,53.7916667,1.88,3.11,2.53708333,0,0,382.9,,
1984,3,1,-8.6,9.4,-1.2916667,20,82,44.625,1.68,3.74,2.34,0,0,479.3,,
1984,3,2,-5.6,13,2.4375,32,88,66.5416667,3.51,5.58,4.47,0,0,405.5,,
1984,3,3,-4.7,14,3.06666667,30,88,68.2083333,3.73,6,4.78833333,0,0,329.6,,
1984,3,4,-3.9,13.1,5.13333333,40,88,67.3333333,3.97,8.62,5.74625,0,0,181.4,,
1984,3,5,8.8,13.8,11.05,58,86,81.3333333,7.73,13.01,10.7375,0,0,128.3,,
1984,3,6,0.9,17.6,8.5375,43,87,77.75,5.67,10.88,8.54541667,0,0,252,,
1984,3,7,-3.6,11.2,2.40833333,21,88,63.8333333,1.99,5.89,4.30541667,0,0,473.6,,
1984,3,8,-4.6,13.4,3.75833333,27,86,50.875,1.86,5.13,3.7475,0,0,329.6,,
1984,3,9,-7.8,6.8,-1.7041667,19,67,44.0833333,1.66,2.86,2.23375,0,0,520.9,,
1984,3,10,-6,6.3,-0.87083333,32,89,63.8333333,2.72,4.74,3.52958333,0,0,227.8,,
1984,3,11,-7.3,11,0.516666667,27,89,63.9166667,3.07,4.87,3.71083333,0,0,528.3,,
1984,3,12,-6,11.7,3.6125,26,88,57.7083333,3.26,7.43,4.105,0,0,437.4,,
1984,3,13,1.7,13.9,7.4375,68,87,82.4583333,5.9,11.82,8.62416667,0,0,157.4,,
1984,3,14,-1.7,22.1,7.22083333,15,99,70.4583333,3.82,7.59,5.79470588,0,0,531.4,,
1984,3,15,-1.3,24.5,10.55,23,86,62.625,4.72,9.64,7.09958333,0,0,517.7,,
1984,3,16,6.2,22.2,13.275,43,85,71.375,8.05,14.89,10.69875,0,0,326,,
1984,3,17,2.2,13.2,8.3375,81,85,83.7083333,6.11,12.44,9.39625,0,0,130.6,,
1984,3,18,8.9,23.1,13.6416667,50,85,77.4166667,9.59,16.07,12.0425,0,0,345.2,,
1984,3,19,7,26.7,15.225,31,99,70.2083333,8.56,11.47,9.5075,0,0,459.5,,
1984,3,20,4.4,16.6,12.4333333,68,99,90.9166667,,,,0,0,65.1,,
1984,3,21,0,4.4,1.725,62,99,77.2916667,,,,0,0,45.3,,
1984,3,22,0,15.8,8.325,18,99,42.9166667,2.7,5.39,3.89,0,0,590.7,,
1984,3,23,-1.6,20.7,8.00833333,15,85,50.375,2.96,5.98,4.34416667,0,0,588.5,,
1984,3,24,-1.6,21,10.1041667,26,86,60.0833333,4.62,11.78,6.83041667,0,0,438.3,,
1984,3,25,6.9,20.3,12.8041667,33,85,61.5833333,5.39,13.62,8.97958333,0,0,370,,
1984,3,26,3.5,18.8,9.70416667,35,86,61.25,5.39,8.23,7.08833333,0,0,354.6,,
1984,3,27,2.4,15.9,9.36666667,59,86,78.2083333,6.2,11.87,9.28541667,0,0,201.7,,
1984,3,28,8.7,20.7,12.3666667,43,85,79.2083333,9.4,13.83,11.2741667,0,0,169.1,,
1984,3,29,3.4,10.2,4.85833333,64,84,75.9583333,5.23,10.12,6.61791667,0,0,92.8,,
1984,3,30,-0.4,12.4,5.85416667,27,83,50.4583333,3.35,5.84,4.48791667,0,0,583.2,,
1984,3,31,-3.1,16,6.26666667,20,84,47.2916667,3.01,5.23,4.01583333,0,0,556.3,,
1984,4,1,-1.1,17.1,6.675,9,85,48.6666667,2.97,5.9,4.38291667,0,0,602.3,,
1984,4,2,-3.3,20.6,8.1875,18,87,53.75,3.85,7.41,4.88291667,0,0,570.7,,
1984,4,3,6.8,13,10.3791667,74,85,82.5833333,7.34,12.41,10.4995833,0,0,64.1,,
1984,4,4,6.2,19.4,13.1208333,30,85,69.8333333,5.96,14.64,10.5233333,0,0,265.4,,
1984,4,5,5.6,11.3,7.30833333,58,81,68.125,5.97,8.23,6.95875,0,0,197.5,,
1984,4,6,3.9,15.1,9.30833333,24,73,46.6666667,3.6,7,5.21833333,0,0,569,,
1984,4,7,4,22.2,12.1916667,14,63,35.5416667,3.12,5.79,4.42583333,0,0,622.6,,
1984,4,8,5.1,17.7,11.4375,22,74,43.8333333,4.16,8.14,5.4775,0,0,295.3,,
1984,4,9,7,10.9,8.925,63,85,83.0416667,8.21,10.02,9.48291667,0,0,26.1,,
1984,4,10,6.5,15.4,9.8625,58,84,76.9166667,8.12,10.74,9.305,0,0,245.8,,
1984,4,11,5.6,20.9,12.1166667,35,84,67.0416667,7.67,10.79,9.04916667,0,0,480.3,,
1984,4,12,2.9,20.9,11.6916667,26,85,59.7916667,5.79,10.67,7.38583333,0,0,585.7,,
1984,4,13,7.1,24.3,15.4458333,24,83,59.9166667,7.18,12.09,9.74833333,0,0,422.5,,
1984,4,14,4.7,23.4,13.2666667,27,84,69.4166667,7.19,13.91,10.2404167,0,0,331.9,,
1984,4,15,1.7,19.7,9.39166667,23,84,58.7916667,4.46,9.24,6.36458333,0,0,474.7,,
1984,4,16,1.9,13,6.43333333,46,85,74.75,5.91,8.89,7.1075,0,0,269.8,,
1984,4,17,2.2,10.7,6.53333333,53,84,74.0833333,5.8,7.93,7.12208333,0,0,198.4,,
1984,4,18,-0.5,15.3,6.20833333,30,86,64.625,4.78,7.07,5.76041667,0,0,341.1,,
1984,4,19,-1.4,8.6,4.17916667,80,85,83.4583333,4.63,9.07,7.00166667,0,0,115.6,,
1984,4,20,4.2,12.2,8.45833333,80,84,82.5416667,6.9,11.57,9.21833333,0,0,138.4,,
1984,4,21,8.5,22.8,15.2583333,53,83,73.3333333,9.2,15.67,12.6891667,0,0,457.1,,
1984,4,22,11.3,16.5,13.7625,76,82,80.375,10.91,14.23,12.6554167,0,0,103.9,,
1984,4,23,6.3,17.4,10.8208333,39,83,61.0416667,5.22,11.04,7.82583333,0,0,418.7,,
1984,4,24,4.5,17.8,9.2,30,79,54.25,4.89,7.52,6.11208333,0,0,467.9,,
1984,4,25,2.4,28,14.9541667,15,84,52.5,5.01,10.09,7.24916667,0,0,632.8,,
1984,4,26,4.9,29.3,17.2666667,12,84,49.2083333,4.78,11.25,7.65583333,0,0,647.4,,
1984,4,27,12.5,17.1,14.875,60,82,78.4583333,9.73,15.55,13.3329167,0,0,69.4,,
1984,4,28,10.8,22.1,15.8208333,67,83,79.625,10.67,18.28,14.3983333,0,0,208.5,,
1984,4,29,9.1,22,15.9208333,63,84,76.9166667,9.65,17.61,14.0625,0,0,244.6,,
1984,4,30,6.9,21.8,17.0333333,43,84,74.0833333,8.3,16.66,14.3966667,0,0,258.7,,
1984,5,1,2.7,24.9,13.275,17,84,55,4.66,10.01,7.1875,0,0,665.2,,
1984,5,2,8.9,16.9,12.25,63,83,79,8.89,13.53,11.3158333,0,0,171.9,,
1984,5,3,9.9,21.1,14.6208333,51,83,77.9166667,10.07,17.33,12.9941667,0,0,243.7,,
1984,5,4,6.9,21.9,15.6166667,29,84,58.2916667,7.24,13.13,9.88583333,0,0,667.5,,
1984,5,5,4,26.2,14.925,18,84,58.0833333,5.71,13.5,8.74166667,0,0,504.1,,
1984,5,6,10.1,23.7,17.6416667,57,83,73.7916667,10.17,19,14.9154167,0,0,96.5,,
1984,5,7,10.6,23.7,16.725,58,83,77.0833333,10.57,18.17,14.6604167,0,0,267.9,,
1984,5,8,6.6,21.9,13.7125,49,82,69.9583333,5.23,16.95,11.4254167,0,0,207.6,,
1984,5,9,0.4,17.5,9.22916667,28,85,57.8333333,4.82,8.4,6.13041667,0,0,666.8,,
1984,5,10,0.7,22.8,11.2666667,22,85,60.3333333,5.42,9.64,7.24541667,0,0,667.7,,
1984,5,11,3.4,27,14.5208333,26,84,60.5416667,6.53,11.23,9.08125,0,0,650.2,,
1984,5,12,7.5,25.6,16.8958333,42,84,66.2916667,8.63,15.94,12.3958333,0,0,474,,
1984,5,13,9.1,27.6,18.1333333,32,83,64.625,9.57,16.75,12.8041667,0,0,534.3,,
1984,5,14,9.8,28,19.0083333,16,82,54.625,4.56,17.6,11.04375,0,0,608.8,,
1984,5,15,6.2,22,13.6208333,17,81,45.2916667,4,9.44,6.21166667,0,0,686.3,,
1984,5,16,1.4,22.4,11.7166667,15,85,45.9583333,3.21,7.99,5.15666667,0,0,707,,
1984,5,17,0,24.8,12.3833333,14,86,50.6666667,4.04,8.5,5.99,0,0,693.2,,
1984,5,18,4,27.9,15.4458333,15,84,54.5,5.14,10.42,8.08083333,0,0,676.9,,
1984,5,19,6.3,29.7,17.2125,22,84,59.0833333,7.97,13.75,10.5620833,0,0,652.3,,
